cmname,price
Coconut - Retail,35.09
Anchovies - Retail,70
Anchovies - Retail,73.14
Anchovies - Retail,74.55
Anchovies - Retail,68.78
Anchovies - Retail,64.71
Anchovies - Retail,64.1
Ginger - Retail,125.17
Ginger - Retail,126
Ginger - Retail,125.17
Ginger - Retail,126.15
Ginger - Retail,130.67
Ginger - Retail,145.82
"Fish (mackerel, fresh) - Retail",171
"Fish (mackerel, fresh) - Retail",167.93
"Fish (mackerel, fresh) - Retail",172
"Fish (mackerel, fresh) - Retail",170
"Fish (mackerel, fresh) - Retail",168.64
"Fish (mackerel, fresh) - Retail",168.08
Eggs (duck) - Retail,8.5
Eggs (duck) - Retail,8.44
Eggs (duck) - Retail,8.5
Eggs (duck) - Retail,8.44
Eggs (duck) - Retail,8.42
Eggs (duck) - Retail,8.44
Water spinach - Retail,17.92
Water spinach - Retail,18
Water spinach - Retail,17.92
Water spinach - Retail,18.38
Water spinach - Retail,19.44
Water spinach - Retail,19.45
Fish (milkfish) - Retail,139.64
Fish (milkfish) - Retail,135.67
Fish (milkfish) - Retail,132.18
Fish (milkfish) - Retail,129.69
Fish (milkfish) - Retail,129.78
Fish (milkfish) - Retail,128.73
Fish (roundscad) - Retail,121.83
Fish (roundscad) - Retail,126.33
Fish (roundscad) - Retail,133
Fish (roundscad) - Retail,128.31
Fish (roundscad) - Retail,128.44
Fish (roundscad) - Retail,128.55
Bitter melon - Retail,59.33
Bitter melon - Retail,80.83
Bitter melon - Retail,56.67
Bitter melon - Retail,66.62
Bitter melon - Retail,58.22
Bitter melon - Retail,68.73
Cabbage (chinese) - Retail,75.67
Cabbage (chinese) - Retail,68.83
Cabbage (chinese) - Retail,60.83
Cabbage (chinese) - Retail,71.85
Cabbage (chinese) - Retail,65.56
Cabbage (chinese) - Retail,71.45
Bananas (lakatan) - Retail,93.67
Bananas (lakatan) - Retail,95.17
Bananas (lakatan) - Retail,93.67
Bananas (lakatan) - Retail,86.77
Bananas (lakatan) - Retail,88.22
Bananas (lakatan) - Retail,93.64
Bananas (latundan) - Retail,56.5
Bananas (latundan) - Retail,56
Bananas (latundan) - Retail,56.5
Bananas (latundan) - Retail,56
Bananas (latundan) - Retail,56.22
Bananas (latundan) - Retail,51.27
Calamansi - Retail,89.67
Calamansi - Retail,90.5
Calamansi - Retail,81.5
Calamansi - Retail,80.46
Calamansi - Retail,66
Calamansi - Retail,35.64
Mangoes (carabao) - Retail,132.67
Mangoes (carabao) - Retail,115.5
Mangoes (carabao) - Retail,116.17
Mangoes (carabao) - Retail,117.69
Mangoes (carabao) - Retail,126
Mangoes (carabao) - Retail,135.64
Semolina (yellow) - Retail,28.65
Semolina (yellow) - Retail,28.8
Semolina (yellow) - Retail,28.65
Semolina (yellow) - Retail,28.8
Semolina (yellow) - Retail,28.8
Semolina (yellow) - Retail,28.8
Choko - Retail,44.25
Choko - Retail,42.33
Choko - Retail,40.5
Choko - Retail,35.38
Choko - Retail,31.56
Choko - Retail,31.45
Bottle gourd - Retail,32.5
Bottle gourd - Retail,30.58
Bottle gourd - Retail,31.42
Bottle gourd - Retail,30
Bottle gourd - Retail,29.33
Bottle gourd - Retail,28.73
Sweet Potato leaves - Retail,13.75
Sweet Potato leaves - Retail,12.58
Sweet Potato leaves - Retail,13.75
Sweet Potato leaves - Retail,12.46
Sweet Potato leaves - Retail,12.33
Sweet Potato leaves - Retail,12.73
Bananas (saba) - Retail,33.25
Bananas (saba) - Retail,30.55
Bananas (saba) - Retail,33.25
Bananas (saba) - Retail,30.77
Bananas (saba) - Retail,32.02
Bananas (saba) - Retail,32.67
"Meat (pork, with bones) - Retail",195.83
"Meat (pork, with bones) - Retail",196
"Meat (pork, with bones) - Retail",195.83
"Meat (pork, with bones) - Retail",196
"Meat (pork, with bones) - Retail",196
"Meat (pork, with bones) - Retail",197.27
"Meat (pork, hock) - Retail",176.17
"Meat (pork, hock) - Retail",176
"Meat (pork, hock) - Retail",176.17
"Meat (pork, hock) - Retail",176
"Meat (pork, hock) - Retail",176
"Meat (pork, hock) - Retail",184
Fish (threadfin bream) - Retail,150.53
Fish (threadfin bream) - Retail,160.83
Fish (threadfin bream) - Retail,150.53
Fish (threadfin bream) - Retail,153.21
Fish (threadfin bream) - Retail,154.55
Fish (threadfin bream) - Retail,151.82
Crab - Retail,211.38
Crab - Retail,218.57
Crab - Retail,216.88
Crab - Retail,216.58
Crab - Retail,216.55
Crab - Retail,224.29
Fish (slipmouth) - Retail,135.22
Fish (slipmouth) - Retail,138.75
Fish (slipmouth) - Retail,137.78
Fish (slipmouth) - Retail,145
Fish (slipmouth) - Retail,144.21
Fish (slipmouth) - Retail,144.35
Shrimp (endeavor) - Retail,280.57
Shrimp (endeavor) - Retail,288.82
Shrimp (endeavor) - Retail,283.95
Shrimp (endeavor) - Retail,291.54
Shrimp (endeavor) - Retail,284.14
Shrimp (endeavor) - Retail,291.14
Fish (frigate tuna) - Retail,125.4
Fish (frigate tuna) - Retail,126.33
Fish (frigate tuna) - Retail,125.8
Fish (frigate tuna) - Retail,127.38
Fish (frigate tuna) - Retail,126.89
Fish (frigate tuna) - Retail,126.73
Rice (well milled) - Retail,42.57
Rice (well milled) - Retail,42.6
Rice (well milled) - Retail,42.57
Rice (well milled) - Retail,42.57
Rice (well milled) - Retail,42.56
Rice (well milled) - Retail,42.56
Rice (premium) - Retail,45.58
Rice (premium) - Retail,45.6
Rice (premium) - Retail,45.58
Rice (premium) - Retail,45.6
Rice (premium) - Retail,45.6
Rice (premium) - Retail,45.6
"Rice (regular, milled) - Retail",36.11
"Rice (regular, milled) - Retail",38.03
"Rice (regular, milled) - Retail",36
"Rice (regular, milled) - Retail",36.05
"Rice (regular, milled) - Retail",36
"Rice (regular, milled) - Retail",34.33
Sweet potatoes - Retail,56
Sweet potatoes - Retail,49
Sweet potatoes - Retail,48.78
Sweet potatoes - Retail,48
Sweet potatoes - Retail,47.78
Sweet potatoes - Retail,48
Eggs - Retail,7.8
Eggs - Retail,7.8
Eggs - Retail,7.8
Eggs - Retail,7.57
Eggs - Retail,7.45
Eggs - Retail,7.45
Onions (red) - Retail,92.4
Onions (red) - Retail,93.66
Onions (red) - Retail,93.24
Onions (red) - Retail,108.63
Onions (red) - Retail,139.56
Onions (red) - Retail,156.4
Tomatoes - Retail,48
Tomatoes - Retail,43.03
Tomatoes - Retail,49.16
Tomatoes - Retail,46.3
Tomatoes - Retail,47.47
Tomatoes - Retail,65.5
Groundnuts (shelled) - Retail,101.6
Groundnuts (shelled) - Retail,98.8
Groundnuts (shelled) - Retail,101.13
Groundnuts (shelled) - Retail,105.13
Groundnuts (shelled) - Retail,107.4
Groundnuts (shelled) - Retail,107.4
"Meat (beef, chops with bones) - Retail",236
"Meat (beef, chops with bones) - Retail",230
"Meat (beef, chops with bones) - Retail",230
"Meat (beef, chops with bones) - Retail",230
"Meat (beef, chops with bones) - Retail",249.56
"Meat (beef, chops with bones) - Retail",254
"Meat (chicken, whole) - Retail",150.2
"Meat (chicken, whole) - Retail",149.74
"Meat (chicken, whole) - Retail",148.29
"Meat (chicken, whole) - Retail",149.77
"Meat (chicken, whole) - Retail",150.4
"Meat (chicken, whole) - Retail",150.4
Meat (pork) - Retail,216
Meat (pork) - Retail,218
Meat (pork) - Retail,218.22
Meat (pork) - Retail,213.17
Meat (pork) - Retail,214
Meat (pork) - Retail,214
Meat (beef) - Retail,346
Meat (beef) - Retail,340.29
Meat (beef) - Retail,308
Meat (beef) - Retail,312
Meat (beef) - Retail,320
Meat (beef) - Retail,324
Potatoes (Irish) - Retail,77
Potatoes (Irish) - Retail,90.03
Potatoes (Irish) - Retail,89.71
Potatoes (Irish) - Retail,67.17
Potatoes (Irish) - Retail,61.33
Potatoes (Irish) - Retail,61.6
Cabbage - Retail,80.6
Cabbage - Retail,87.71
Cabbage - Retail,65.47
Cabbage - Retail,56.22
Cabbage - Retail,55.29
Cabbage - Retail,57.1
Squashes - Retail,34
Squashes - Retail,38.6
Squashes - Retail,30.6
Squashes - Retail,27.35
Squashes - Retail,27.6
Squashes - Retail,27.98
Fish (tilapia) - Retail,142
Fish (tilapia) - Retail,142
Fish (tilapia) - Retail,140.44
Fish (tilapia) - Retail,150.67
Fish (tilapia) - Retail,149.56
Fish (tilapia) - Retail,152
Beans (string) - Retail,16.8
Beans (string) - Retail,15
Beans (string) - Retail,12.22
Beans (string) - Retail,15.98
Beans (string) - Retail,15.4
Beans (string) - Retail,16.8
Eggplants - Retail,54
Eggplants - Retail,56
Eggplants - Retail,47.49
Eggplants - Retail,46.9
Eggplants - Retail,47.93
Eggplants - Retail,50.4
Coconut - Retail,15.6
Coconut - Retail,17.77
Coconut - Retail,16.09
Coconut - Retail,17.15
Coconut - Retail,17.62
Coconut - Retail,18.2
Anchovies - Retail,120
Anchovies - Retail,120
Anchovies - Retail,120
Anchovies - Retail,120
Anchovies - Retail,120
Anchovies - Retail,120
Fish (milkfish) - Retail,192
Fish (milkfish) - Retail,187.43
Fish (milkfish) - Retail,180.89
Fish (milkfish) - Retail,180
Fish (milkfish) - Retail,180
Fish (milkfish) - Retail,180
Bitter melon - Retail,65
Bitter melon - Retail,73
Bitter melon - Retail,62.78
Bitter melon - Retail,66.92
Bitter melon - Retail,60.27
Bitter melon - Retail,60.6
Bananas (latundan) - Retail,81
Bananas (latundan) - Retail,75.57
Bananas (latundan) - Retail,64
Bananas (latundan) - Retail,59.67
Bananas (latundan) - Retail,53.73
Bananas (latundan) - Retail,56
Calamansi - Retail,81.6
Calamansi - Retail,76.8
Calamansi - Retail,63.31
Calamansi - Retail,54.12
Calamansi - Retail,55.96
Calamansi - Retail,53.8
Choko - Retail,35
Choko - Retail,33.71
Choko - Retail,28.8
Choko - Retail,27.93
Choko - Retail,26
Choko - Retail,26.23
Bananas (saba) - Retail,54
Bananas (saba) - Retail,55
Bananas (saba) - Retail,52.47
Bananas (saba) - Retail,52.47
Bananas (saba) - Retail,44.89
Bananas (saba) - Retail,44
"Meat (pork, with bones) - Retail",196
"Meat (pork, with bones) - Retail",196
"Meat (pork, with bones) - Retail",197.78
"Meat (pork, with bones) - Retail",194.83
"Meat (pork, with bones) - Retail",194
"Meat (pork, with bones) - Retail",194
Fish (threadfin bream) - Retail,220
Fish (threadfin bream) - Retail,206.29
Fish (threadfin bream) - Retail,204.44
Fish (threadfin bream) - Retail,205.67
Fish (threadfin bream) - Retail,200
Fish (threadfin bream) - Retail,200
Shrimp (endeavor) - Retail,620
Shrimp (endeavor) - Retail,620
Shrimp (endeavor) - Retail,601.33
Shrimp (endeavor) - Retail,597
Shrimp (endeavor) - Retail,596
Shrimp (endeavor) - Retail,596
Fish (frigate tuna) - Retail,212
Fish (frigate tuna) - Retail,205.14
Fish (frigate tuna) - Retail,191.56
Fish (frigate tuna) - Retail,144.33
Fish (frigate tuna) - Retail,101.33
Fish (frigate tuna) - Retail,108
Rice (well milled) - Retail,42.71
Rice (well milled) - Retail,41.57
Rice (well milled) - Retail,39.71
Rice (well milled) - Retail,39.4
Rice (well milled) - Retail,39.27
Rice (well milled) - Retail,37.25
Rice (premium) - Retail,46.31
Rice (premium) - Retail,44.86
Rice (premium) - Retail,42.53
Rice (premium) - Retail,43.1
Rice (premium) - Retail,43.24
Rice (premium) - Retail,41.08
Rice (special) - Retail,49.4
Rice (special) - Retail,48.11
Rice (special) - Retail,47.6
Rice (special) - Retail,47.58
Rice (special) - Retail,47.69
Rice (special) - Retail,45.3
"Rice (regular, milled) - Retail",42.4
"Rice (regular, milled) - Retail",42.4
"Rice (regular, milled) - Retail",42.14
"Rice (regular, milled) - Retail",41.2
"Rice (regular, milled) - Retail",41.2
"Rice (regular, milled) - Retail",41.29
Sweet potatoes - Retail,30
Sweet potatoes - Retail,30
Sweet potatoes - Retail,30
Sweet potatoes - Retail,30
Sweet potatoes - Retail,30
Sweet potatoes - Retail,30
Eggs - Retail,7.4
Eggs - Retail,7.4
Eggs - Retail,7.4
Eggs - Retail,7.42
Eggs - Retail,7.4
Eggs - Retail,7.4
Onions (red) - Retail,102.77
Onions (red) - Retail,109.85
Onions (red) - Retail,110
Onions (red) - Retail,100
Onions (red) - Retail,96.92
Onions (red) - Retail,129.85
Onions (white) - Retail,83.59
Onions (white) - Retail,93.64
Onions (white) - Retail,80
Onions (white) - Retail,80
Onions (white) - Retail,102
Tomatoes - Retail,67.38
Tomatoes - Retail,64.62
Tomatoes - Retail,72
Tomatoes - Retail,60
Tomatoes - Retail,70.77
Tomatoes - Retail,71.08
Groundnuts (shelled) - Retail,88
Groundnuts (shelled) - Retail,88
Groundnuts (shelled) - Retail,87.43
Groundnuts (shelled) - Retail,86.62
Groundnuts (shelled) - Retail,86.69
Groundnuts (shelled) - Retail,88.69
"Meat (beef, chops with bones) - Retail",250
"Meat (beef, chops with bones) - Retail",250
"Meat (beef, chops with bones) - Retail",250
"Meat (beef, chops with bones) - Retail",250
"Meat (beef, chops with bones) - Retail",250
"Meat (beef, chops with bones) - Retail",250
"Meat (chicken, whole) - Retail",140
"Meat (chicken, whole) - Retail",140
"Meat (chicken, whole) - Retail",150
"Meat (chicken, whole) - Retail",150
"Meat (chicken, whole) - Retail",150
"Meat (chicken, whole) - Retail",147.23
Meat (pork) - Retail,200
Meat (pork) - Retail,200
Meat (pork) - Retail,200
Meat (pork) - Retail,200
Meat (pork) - Retail,200
Meat (pork) - Retail,200
Meat (beef) - Retail,300
Meat (beef) - Retail,300
Meat (beef) - Retail,300
Meat (beef) - Retail,300
Meat (beef) - Retail,300
Meat (beef) - Retail,300
Potatoes (Irish) - Retail,105.23
Potatoes (Irish) - Retail,115.69
Potatoes (Irish) - Retail,119.71
Potatoes (Irish) - Retail,116.31
Potatoes (Irish) - Retail,110.15
Potatoes (Irish) - Retail,125.85
Carrots - Retail,109.85
Carrots - Retail,110.15
Carrots - Retail,113.43
Carrots - Retail,109.23
Carrots - Retail,105.85
Carrots - Retail,112.62
Cabbage - Retail,108.62
Cabbage - Retail,102.46
Cabbage - Retail,112.29
Cabbage - Retail,113.85
Cabbage - Retail,101.69
Cabbage - Retail,100
Squashes - Retail,30
Squashes - Retail,30
Squashes - Retail,30
Squashes - Retail,30
Squashes - Retail,30
Squashes - Retail,30
Beans (mung) - Retail,95.38
Beans (mung) - Retail,120
Beans (mung) - Retail,120
Beans (mung) - Retail,120
Beans (mung) - Retail,120
Beans (mung) - Retail,120
Fish (tilapia) - Retail,128
Fish (tilapia) - Retail,120
Fish (tilapia) - Retail,124
Fish (tilapia) - Retail,112
Beans (string) - Retail,60
Beans (string) - Retail,60
Beans (string) - Retail,60
Beans (string) - Retail,60
Beans (string) - Retail,60
Beans (string) - Retail,60
Papaya - Retail,40
Papaya - Retail,40
Papaya - Retail,47.5
Papaya - Retail,40.95
Papaya - Retail,50
Eggplants - Retail,84.62
Eggplants - Retail,80
Eggplants - Retail,88.57
Eggplants - Retail,93.85
Eggplants - Retail,80
Eggplants - Retail,80
"Beans (green, fresh) - Retail",75.08
"Beans (green, fresh) - Retail",65.54
"Beans (green, fresh) - Retail",80
"Beans (green, fresh) - Retail",80
"Beans (green, fresh) - Retail",80
"Beans (green, fresh) - Retail",80
Pineapples - Retail,90.53
Pineapples - Retail,91.82
Pineapples - Retail,93.85
Taro - Retail,60
Taro - Retail,60
Taro - Retail,60
Taro - Retail,60
Taro - Retail,60
Taro - Retail,60
Coconut - Retail,22
Coconut - Retail,22
Coconut - Retail,22
Coconut - Retail,23
Coconut - Retail,23
Coconut - Retail,23
Anchovies - Retail,117.86
Anchovies - Retail,108.75
Anchovies - Retail,112.78
Anchovies - Retail,117.78
Anchovies - Retail,117.24
Anchovies - Retail,116.67
Ginger - Retail,125.54
Ginger - Retail,171.8
Ginger - Retail,190.77
Ginger - Retail,180
Ginger - Retail,179.38
Ginger - Retail,183.69
"Fish (mackerel, fresh) - Retail",161.08
"Fish (mackerel, fresh) - Retail",143.95
"Fish (mackerel, fresh) - Retail",156.47
"Fish (mackerel, fresh) - Retail",151.43
"Fish (mackerel, fresh) - Retail",158.85
"Fish (mackerel, fresh) - Retail",175.22
Water spinach - Retail,25
Water spinach - Retail,25
Water spinach - Retail,25
Water spinach - Retail,25
Water spinach - Retail,25
Water spinach - Retail,25
Mandarins - Retail,80
Mandarins - Retail,80.47
Mandarins - Retail,80
Mandarins - Retail,73.14
Mandarins - Retail,63.14
Mandarins - Retail,73.94
Fish (milkfish) - Retail,162.35
Fish (milkfish) - Retail,160.74
Fish (milkfish) - Retail,163.28
Fish (milkfish) - Retail,164.26
Fish (milkfish) - Retail,166.03
Fish (milkfish) - Retail,174.29
Fish (roundscad) - Retail,165.1
Fish (roundscad) - Retail,150.75
Fish (roundscad) - Retail,158.13
Fish (roundscad) - Retail,142.33
Fish (roundscad) - Retail,136.5
Bitter melon - Retail,82.77
Bitter melon - Retail,80
Bitter melon - Retail,89.71
Bitter melon - Retail,108.31
Bitter melon - Retail,83.92
Bitter melon - Retail,80
Cabbage (chinese) - Retail,71.54
Cabbage (chinese) - Retail,60
Cabbage (chinese) - Retail,60
Cabbage (chinese) - Retail,60
Cabbage (chinese) - Retail,60
Cabbage (chinese) - Retail,60
Bananas (lakatan) - Retail,110
Bananas (lakatan) - Retail,102.46
Bananas (lakatan) - Retail,114.29
Bananas (lakatan) - Retail,100
Bananas (lakatan) - Retail,100
Bananas (lakatan) - Retail,100
Bananas (latundan) - Retail,83.85
Bananas (latundan) - Retail,71.23
Bananas (latundan) - Retail,80
Bananas (latundan) - Retail,77.23
Bananas (latundan) - Retail,78.77
Bananas (latundan) - Retail,70
Calamansi - Retail,111
Calamansi - Retail,96
Calamansi - Retail,94.29
Calamansi - Retail,98.95
Calamansi - Retail,84.8
Calamansi - Retail,100.92
Mangoes (carabao) - Retail,120
Mangoes (carabao) - Retail,99.38
Mangoes (carabao) - Retail,100.94
Mangoes (carabao) - Retail,100
Mangoes (carabao) - Retail,104.35
Mangoes (carabao) - Retail,113.33
Semolina (yellow) - Retail,34
Semolina (yellow) - Retail,34
Semolina (yellow) - Retail,34.33
Semolina (yellow) - Retail,35.87
Semolina (yellow) - Retail,36.49
Semolina (yellow) - Retail,37.59
Semolina (white) - Retail,32.67
Semolina (white) - Retail,32.67
Semolina (white) - Retail,32.93
Semolina (white) - Retail,33.85
Semolina (white) - Retail,34
Semolina (white) - Retail,34
Choko - Retail,65.54
Choko - Retail,60
Choko - Retail,60
Choko - Retail,60
Choko - Retail,56.62
Choko - Retail,60
Bottle gourd - Retail,25
Bottle gourd - Retail,25
Bottle gourd - Retail,26.43
Bottle gourd - Retail,28
Bottle gourd - Retail,26.18
Bottle gourd - Retail,25
Sweet Potato leaves - Retail,25
Sweet Potato leaves - Retail,25
Sweet Potato leaves - Retail,25
Sweet Potato leaves - Retail,25
Sweet Potato leaves - Retail,25
Sweet Potato leaves - Retail,25
Bananas (saba) - Retail,60
Bananas (saba) - Retail,60
Bananas (saba) - Retail,60
Bananas (saba) - Retail,60
Bananas (saba) - Retail,60
Bananas (saba) - Retail,60
Mangoes (piko) - Retail,60
Mangoes (piko) - Retail,61.67
Mangoes (piko) - Retail,66.88
Mangoes (piko) - Retail,70
Mangoes (piko) - Retail,63.64
Mangoes (piko) - Retail,77.14
"Meat (pork, with bones) - Retail",200
"Meat (pork, with bones) - Retail",200
"Meat (pork, with bones) - Retail",200
"Meat (pork, with bones) - Retail",200
"Meat (pork, with bones) - Retail",200
"Meat (pork, with bones) - Retail",200
"Meat (pork, hock) - Retail",170
"Meat (pork, hock) - Retail",170
"Meat (pork, hock) - Retail",170
"Meat (pork, hock) - Retail",170
"Meat (pork, hock) - Retail",170
"Meat (pork, hock) - Retail",170
Fish (threadfin bream) - Retail,150.33
Fish (threadfin bream) - Retail,150
Fish (threadfin bream) - Retail,148.33
Fish (threadfin bream) - Retail,151.9
Fish (threadfin bream) - Retail,153.75
Fish (threadfin bream) - Retail,162.35
Crab - Retail,171.75
Crab - Retail,194.55
Crab - Retail,194.67
Crab - Retail,195.48
Crab - Retail,199.2
Crab - Retail,202.22
Fish (slipmouth) - Retail,121.38
Fish (slipmouth) - Retail,123.23
Fish (slipmouth) - Retail,123.33
Fish (slipmouth) - Retail,124.71
Fish (slipmouth) - Retail,125.56
Fish (slipmouth) - Retail,131.18
Shrimp (endeavor) - Retail,198.86
Shrimp (endeavor) - Retail,200
Shrimp (endeavor) - Retail,197.58
Shrimp (endeavor) - Retail,205.71
Shrimp (endeavor) - Retail,200
Shrimp (endeavor) - Retail,210.31
Shrimp (tiger) - Retail,360.53
Shrimp (tiger) - Retail,371.43
Shrimp (tiger) - Retail,383.33
Shrimp (tiger) - Retail,408.33
Shrimp (tiger) - Retail,457.5
Shrimp (tiger) - Retail,400
Fish (frigate tuna) - Retail,164
Fish (frigate tuna) - Retail,155.68
Fish (frigate tuna) - Retail,152.67
Fish (frigate tuna) - Retail,155.6
Fish (frigate tuna) - Retail,142.74
Fish (frigate tuna) - Retail,156.79
Rice (well milled) - Retail,45.34
Rice (well milled) - Retail,44.45
Rice (well milled) - Retail,44.23
Rice (well milled) - Retail,43.6
Rice (well milled) - Retail,43.6
Rice (well milled) - Retail,43.6
Rice (premium) - Retail,47.7
Rice (premium) - Retail,47.04
Rice (premium) - Retail,46.61
Rice (premium) - Retail,45.85
Rice (premium) - Retail,46.28
Rice (premium) - Retail,46.97
Rice (special) - Retail,53.41
Rice (special) - Retail,53.33
Rice (special) - Retail,53.98
Rice (special) - Retail,55.33
Rice (special) - Retail,55.33
Rice (special) - Retail,55.33
"Rice (regular, milled) - Retail",36.07
"Rice (regular, milled) - Retail",36.9
"Rice (regular, milled) - Retail",37.8
"Rice (regular, milled) - Retail",38.29
"Rice (regular, milled) - Retail",37.69
"Rice (regular, milled) - Retail",36.6
Sweet potatoes - Retail,40.16
Sweet potatoes - Retail,41
Sweet potatoes - Retail,38.78
Sweet potatoes - Retail,39
Sweet potatoes - Retail,39
Sweet potatoes - Retail,41.78
Eggs - Retail,7.1
Eggs - Retail,6.98
Eggs - Retail,6.78
Eggs - Retail,6.88
Eggs - Retail,6.9
Eggs - Retail,6.7
Onions (red) - Retail,98.67
Onions (red) - Retail,106
Onions (red) - Retail,110.22
Onions (red) - Retail,113
Onions (red) - Retail,153.11
Onions (red) - Retail,196.44
Onions (white) - Retail,96
Onions (white) - Retail,96
Onions (white) - Retail,98.22
Onions (white) - Retail,108.5
Onions (white) - Retail,144.89
Onions (white) - Retail,188
Tomatoes - Retail,54.09
Tomatoes - Retail,47.2
Tomatoes - Retail,44.44
Tomatoes - Retail,72.5
Tomatoes - Retail,84.22
Tomatoes - Retail,101.33
Groundnuts (shelled) - Retail,90.58
Groundnuts (shelled) - Retail,91
Groundnuts (shelled) - Retail,92.93
Groundnuts (shelled) - Retail,91.95
Groundnuts (shelled) - Retail,92.22
Groundnuts (shelled) - Retail,85.42
"Meat (beef, chops with bones) - Retail",260
"Meat (beef, chops with bones) - Retail",266
"Meat (beef, chops with bones) - Retail",267.11
"Meat (beef, chops with bones) - Retail",268
"Meat (beef, chops with bones) - Retail",268
"Meat (beef, chops with bones) - Retail",268
"Meat (chicken, whole) - Retail",152
"Meat (chicken, whole) - Retail",159.75
"Meat (chicken, whole) - Retail",158
"Meat (chicken, whole) - Retail",152.25
"Meat (chicken, whole) - Retail",152
"Meat (chicken, whole) - Retail",152.67
Meat (pork) - Retail,201.78
Meat (pork) - Retail,211.5
Meat (pork) - Retail,217.67
Meat (pork) - Retail,222
Meat (pork) - Retail,222
Meat (pork) - Retail,224
Meat (beef) - Retail,312.22
Meat (beef) - Retail,314
Meat (beef) - Retail,317.78
Meat (beef) - Retail,320
Meat (beef) - Retail,322
Meat (beef) - Retail,324.89
Potatoes (Irish) - Retail,84.44
Potatoes (Irish) - Retail,88.5
Potatoes (Irish) - Retail,89.11
Potatoes (Irish) - Retail,82
Potatoes (Irish) - Retail,82
Potatoes (Irish) - Retail,80.44
Carrots - Retail,63.11
Carrots - Retail,62.25
Carrots - Retail,85.56
Carrots - Retail,81.75
Carrots - Retail,82.44
Carrots - Retail,96.67
Cabbage - Retail,105.56
Cabbage - Retail,94.75
Cabbage - Retail,78.44
Cabbage - Retail,78
Cabbage - Retail,75.56
Cabbage - Retail,80
Squashes - Retail,42.67
Squashes - Retail,39
Squashes - Retail,38.78
Squashes - Retail,39
Squashes - Retail,39.78
Squashes - Retail,39
Beans (mung) - Retail,124.67
Beans (mung) - Retail,118
Beans (mung) - Retail,114.89
Beans (mung) - Retail,116
Beans (mung) - Retail,112.22
Beans (mung) - Retail,116
Fish (tilapia) - Retail,158.22
Fish (tilapia) - Retail,148.75
Fish (tilapia) - Retail,141.78
Fish (tilapia) - Retail,122.5
Fish (tilapia) - Retail,135.78
Fish (tilapia) - Retail,152.44
Beans (string) - Retail,68.44
Beans (string) - Retail,64
Beans (string) - Retail,55.56
Beans (string) - Retail,75
Beans (string) - Retail,62
Beans (string) - Retail,75.11
Papaya - Retail,59.11
Papaya - Retail,60
Papaya - Retail,61.11
Papaya - Retail,61.5
Papaya - Retail,58.67
Papaya - Retail,56
Eggplants - Retail,69.78
Eggplants - Retail,69
Eggplants - Retail,51.56
Eggplants - Retail,59.75
Eggplants - Retail,60.22
Eggplants - Retail,74.22
"Beans (green, fresh) - Retail",91.33
"Beans (green, fresh) - Retail",99.5
"Beans (green, fresh) - Retail",64
"Beans (green, fresh) - Retail",77.5
"Beans (green, fresh) - Retail",79.11
"Beans (green, fresh) - Retail",79.56
Taro - Retail,65.33
Taro - Retail,58
Taro - Retail,58
Taro - Retail,57.75
Taro - Retail,58.89
Taro - Retail,59.33
Coconut - Retail,20
Coconut - Retail,19.9
Coconut - Retail,19.51
Coconut - Retail,19.75
Coconut - Retail,19.78
Coconut - Retail,19.11
Anchovies - Retail,117.33
Anchovies - Retail,125.5
Anchovies - Retail,111.11
Anchovies - Retail,118.5
Anchovies - Retail,99.11
Anchovies - Retail,104.44
Ginger - Retail,194.67
Ginger - Retail,207.75
Ginger - Retail,189.78
Ginger - Retail,171
Ginger - Retail,175.11
Ginger - Retail,162.22
"Fish (mackerel, fresh) - Retail",222.22
"Fish (mackerel, fresh) - Retail",224
"Fish (mackerel, fresh) - Retail",193.33
"Fish (mackerel, fresh) - Retail",198.5
"Fish (mackerel, fresh) - Retail",217.78
"Fish (mackerel, fresh) - Retail",233.33
Water spinach - Retail,39.69
Water spinach - Retail,39.6
Water spinach - Retail,39.6
Water spinach - Retail,39.75
Water spinach - Retail,39.89
Water spinach - Retail,39.6
Fish (milkfish) - Retail,160
Fish (milkfish) - Retail,155.5
Fish (milkfish) - Retail,140.89
Fish (milkfish) - Retail,138
Fish (milkfish) - Retail,133.33
Fish (milkfish) - Retail,149.78
Fish (roundscad) - Retail,179.56
Fish (roundscad) - Retail,155.5
Fish (roundscad) - Retail,149.56
Fish (roundscad) - Retail,152.5
Fish (roundscad) - Retail,166.67
Fish (roundscad) - Retail,162.22
Bitter melon - Retail,79.11
Bitter melon - Retail,83
Bitter melon - Retail,70.67
Bitter melon - Retail,76.75
Bitter melon - Retail,79.33
Bitter melon - Retail,86.67
Cabbage (chinese) - Retail,76.22
Cabbage (chinese) - Retail,76
Cabbage (chinese) - Retail,72.89
Cabbage (chinese) - Retail,77.25
Cabbage (chinese) - Retail,79.56
Cabbage (chinese) - Retail,75.56
Bananas (lakatan) - Retail,75.78
Bananas (lakatan) - Retail,74
Bananas (lakatan) - Retail,72
Bananas (lakatan) - Retail,66.75
Bananas (lakatan) - Retail,68
Bananas (lakatan) - Retail,65
Bananas (latundan) - Retail,62
Bananas (latundan) - Retail,63
Bananas (latundan) - Retail,57.78
Bananas (latundan) - Retail,54
Bananas (latundan) - Retail,56
Bananas (latundan) - Retail,55.44
